Game_ID,Away_Abbrv,Home_Abbrv,Away_Score,Home_Score,Away_Rank,Home_Rank,Away_Rec,Home_Rec,Away_1st,Away_2nd,Home_1st,Home_2nd,Officials,Attendance,Game_Year,Game_Date,Game_Tipoff,Game_Location,Game_Away,Game_Home,Away_OT,Home_OT,Tournament,Round,Away_Seed,Home_Seed,year
400496943,SMU,CIN,57,65,,,"(10-3, 0-1 American)","(12-2, 1-0 American)",30,27,32,33,"Mike Stuart, Doug Sirmons, Ray Natili","7,239",2014,1-Jan,6:00 PM ET,"Fifth Third Arena, Cincinnati, Ohio",SMU,Cincinnati,0,0,,,,,2014
400499129,KENN,JAC,66,86,,,"(3-12, 0-2 A-Sun)","(5-8, 1-1 A-Sun)",32,34,49,37,"Jeff Smith, Brian Shey, Mike Nance",207,2014,1-Jan,7:00 PM ET,"Jacksonville Veterans Memorial, Jacksonville, Florida",Kennesaw St,Jacksonville,0,0,,,,,2014
400499130,MER,UNF,83,89,,,"(10-5, 1-1 A-Sun)","(8-7, 2-0 A-Sun)",29,54,43,46,"Glenn Tuitt, Jerry Heater, Marty McEachean",634,2014,1-Jan,7:00 PM ET,"UNF Arena, Jacksonville, Florida",Mercer,North Florida,0,0,,,,,2014
400499131,NKU,STET,67,65,,,"(5-9, 1-1 A-Sun)","(3-11, 1-1 A-Sun)",30,28,30,28,"Anthony Jordan, Tim Gattis, Todd Austin",211,2014,1-Jan,7:00 PM ET,"Edmunds Center, Deland, Florida",N Kentucky,Stetson,9,7,,,,,2014
400499375,ODU,W&M,68,74,,,"(5-9, 1-4 away)","(7-5, 4-2 home)",26,42,35,39,"Bryan Kersey, Tim Nestor, Karl Hess","2,806",2014,1-Jan,7:00 PM ET,"Kaplan Arena, Williamsburg, Virginia",Old Dominion,William & Mary,0,0,,,,,2014
400496944,TEM,RUTG,66,71,,,"(5-6, 0-1 American)","(7-7, 1-0 American)",30,36,30,41,"Jim Burr, Mike Roberts, Jamie Luckie","3,842",2014,1-Jan,8:00 PM ET,"Louis Brown Athletic Center, Piscataway, New Jersey",Temple,Rutgers,0,0,,,,,2014
400500053,BRAD,UNI,46,80,,,"(5-9, 0-1 MVC)","(7-6, 1-0 MVC)",26,20,42,38,"Rick Randall, John Higgins, Kipp Kissinger","4,132",2014,1-Jan,8:00 PM ET,"McLeod Center, Cedar Falls, Iowa",Bradley,Northern Iowa,0,0,,,,,2014
400505540,USU,AFA,72,73,,,"(10-3, 0-1 MW)","(7-5, 1-0 MW)",34,38,39,34,"Gerry Pollard, Mark Whitehead, Eric Curry","2,223",2014,1-Jan,8:00 PM ET,"Clune Arena, Colorado Springs, Colorado",Utah State,Air Force,0,0,,,,,2014
400500054,EVAN,DRKE,66,94,,,"(7-7, 0-1 MVC)","(10-3, 1-0 MVC)",35,31,39,55,"Zelton Steed, Don Daily, Terry Oglesby","3,071",2014,1-Jan,8:05 PM ET,"The Knapp Center, Des Moines, Iowa",Evansville,Drake,0,0,,,,,2014
400505541,SDSU,CSU,71,61,21,,"(11-1, 1-0 MW)","(9-5, 0-1 MW)",36,35,27,34,"Dick Cartmell, Chris Rastatter, David Hall","4,059",2014,1-Jan,9:00 PM ET,"Moby Arena, Fort Collins, Colorado",San Diego State,Colorado State,0,0,,,,,2014
400505543,NEV,SJSU,62,50,,,"(6-8, 1-0 MW)","(6-7, 0-1 MW)",25,37,26,24,"Randy Heimerman, Randy McCall, Michael Greenstein","1,435",2014,1-Jan,10:00 PM ET,"Event Center (San Jose St.), San Jose, California",Nevada,San Jose State,0,0,,,,,2014
400499604,HC,BU,60,70,,,"(6-7, 0-1 Patriot)","(8-6, 1-0 Patriot)",31,29,36,34,"Tim Kelly, Mark Wilson, Evan Burroughs",153,2014,2-Jan,1:00 PM ET,"Agganis Arena, Boston, Massachusetts",Holy Cross,Boston U,0,0,,,,,2014
400499378,HOF,TULN,58,61,,,"(4-9, 0-4 away)","(8-7, 7-3 home)",28,30,25,36,"Hal Lusk, Jeff Smith, Marc Ballard","1,391",2014,2-Jan,2:00 PM ET,"Devlin Fieldhouse, New Orleans, Louisiana",Hofstra,Tulane,0,0,,,,,2014
400499602,ARMY,LAF,85,66,,,"(5-7, 1-0 Patriot)","(4-8, 0-1 Patriot)",39,46,27,39,"Andrew Marotta, Nathan Hall, Andy O'Brien",534,2014,2-Jan,3:00 PM ET,"Kirby Sports Center, Easton, Pennsylvania",Army,Lafayette,0,0,,,,,2014
400502562,FAIR,MRST,56,75,,,"(3-10, 0-3 MAAC)","(4-9, 1-2 MAAC)",19,37,29,46,"Earl Walton, Jeff Anderson, Brandon Williams",830,2014,2-Jan,5:00 PM ET,"McCann Arena, Poughkeepsie, New York",Fairfield,Marist,0,0,,,,,2014
400502563,SIE,MONM,59,63,,,"(5-9, 1-2 MAAC)","(7-7, 1-2 MAAC)",34,25,28,35,"Guy Pagano, Brian O'Connell, Gary Tracy",825,2014,2-Jan,5:00 PM ET,"Multipurpose Activity Center, West Long Branch, New Jersey",Siena,Monmouth,0,0,,,,,2014
400521958,MAN,SPU,74,62,,,"(10-2, 3-0 MAAC)","(4-8, 0-3 MAAC)",30,44,25,37,"Wally Rutecki, Donnie Eppley, Nathan Farrell",163,2014,2-Jan,5:00 PM ET,"Yanitelli Center, Jersey City, New Jersey",Manhattan,St. Peter's,0,0,,,,,2014
400498577,CIT,RAD,59,76,,,"(4-11, 0-7 away)","(10-4, 6-0 home)",25,34,40,36,"Jerry Heater, Tony Henderson, Anthony Franklin",479,2014,2-Jan,5:30 PM ET,"Donald N. Dedmon Center, Radford, Virginia",The Citadel,Radford,0,0,,,,,2014
400502565,NIAG,RID,83,85,,,"(4-10, 1-2 MAAC)","(7-5, 3-0 MAAC)",31,52,38,47,"Michael Alvaro, Steve Ruppenthal, Brian Dorsey","1,002",2014,2-Jan,6:00 PM ET,"Alumni Gymnasium (Rider), Lawrenceville, New Jersey",Niagara,Rider,0,0,,,,,2014
400505713,URI,BRWN,75,66,,,"(8-6, 1-4 away)","(6-6, 2-2 home)",43,32,28,38,"Dwayne Gladden, Gary Pucino, Clarence Armstrong","1,229",2014,2-Jan,6:00 PM ET,"Pizzitola Sports Center, Providence, Rhode Island",Rhode Island,Brown,0,0,,,,,2014
400502397,WKU,USA,58,56,,,"(9-5, 1-0 Sun Belt)","(6-8, 0-1 Sun Belt)",27,31,25,31,"Mike Stuart, James Barker, Ray Acosta","1,556",2014,2-Jan,6:05 PM ET,"Mitchell Center, Mobile, Alabama",W Kentucky,South Alabama,0,0,,,,,2014
400509964,WIS,NW,76,49,4,,"(14-0, 1-0 Big Ten)","(7-7, 0-1 Big Ten)",40,36,14,35,"D.J. Carstensen, Gene Steratore, Ted Valentine","8,117",2014,2-Jan,7:00 PM ET,"Welsh-Ryan Arena, Evanston, Illinois",Wisconsin,Northwestern,0,0,,,,,2014
400498578,ECU,CAMP,79,71,,,"(11-4, 2-2 away)","(6-8, 4-3 home)",37,42,39,32,"Anthony Jordan, Dave Davis, Sean Casady","2,865",2014,2-Jan,7:00 PM ET,"Pope Convocation Center, Buies Creek, North Carolina",East Carolina,Campbell,0,0,,,,,2014
400498579,WEBB,DSU,65,66,,,"(7-8, 1-7 away)","(3-10, 0-2 MEAC)",33,28,23,38,"Matt Potter, Mike Millione, Gary Dada",182,2014,2-Jan,7:00 PM ET,"Memorial Hall (Dover, DE), Dover, Delaware",Gardner-Webb,Delaware State,4,5,,,,,2014
400499376,FIU,FAMU,88,93,,,"(8-7, 2-3 away)","(4-10, 0-2 MEAC)",39,42,33,48,"Hassiba Braggs, Marty McEachean, Kendall Pike",459,2014,2-Jan,7:00 PM ET,"Al Lawson Center, Tallahassee, Florida",FIU,Florida A&M,7,12,,,,,2014
400499377,MRSH,AKR,58,59,,,"(5-9, 0-6 away)","(8-5, 6-0 home)",25,33,31,28,"Mike Kitts, Bryan Anslinger, Brett Gearhart","3,784",2014,2-Jan,7:00 PM ET,"James A. Rhodes Arena, Akron, Ohio",Marshall,Akron,0,0,,,,,2014
400499601,AMER,BUCK,67,57,,,"(5-7, 1-0 Patriot)","(5-7, 0-1 Patriot)",30,37,20,37,"Jeff Clark, Michael Chesney, Larry Scirotto","2,367",2014,2-Jan,7:00 PM ET,"Sojka Pavilion, Lewisburg, Pennsylvania",American U,Bucknell,0,0,,,,,2014
400499603,LEH,COLG,88,81,,,"(8-6, 1-0 Patriot)","(6-6, 0-1 Patriot)",29,33,28,34,PLAYERS,486,2014,2-Jan,7:00 PM ET,"Cotterell Court, Hamilton, New York",Lehigh,Colgate,26,19,,,,,2014
400501618,JUD,IUPU,50,112,,,,"(5-12, 4-4 home)",27,23,64,48,"Johnny Wilkins, Kyle Smith, Greg Webb",485,2014,2-Jan,7:00 PM ET,"IUPUI Gymnasium, Indianapolis, Indiana",Judson College,IUPUI,0,0,,,,,2014
400501619,IPFW,BGSU,65,60,,,"(11-5, 4-4 away)","(6-7, 4-2 home)",34,31,21,39,"Todd Von Sossan, Kevin O'Connell, Dan Nowakowski","1,282",2014,2-Jan,7:00 PM ET,"Stroh Center, Bowling Green, Ohio",IPFW,Bowling Green,0,0,,,,,2014
400502396,TROY,GAST,72,81,,,"(5-8, 0-1 Sun Belt)","(8-6, 1-0 Sun Belt)",31,41,44,37,"Tim Gattis, Byron Evans, Karl Hess","1,436",2014,2-Jan,7:00 PM ET,"GSU Sports Arena, Atlanta, Georgia",Troy,Georgia State,0,0,,,,,2014
400506027,APP,DUQ,55,79,,,"(4-9, 0-7 away)","(7-5, 4-2 home)",24,31,49,30,"Lamar Simpson, Roger Ayers, Joe Lindsay","1,892",2014,2-Jan,7:00 PM ET,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",Appalachian St,Duquesne,0,0,,,,,2014
400507106,OAK,WRST,64,76,,,"(5-11, 0-1 Horizon)","(9-7, 1-0 Horizon)",28,36,30,46,"Terry Wymer, Bret Smith, Mike Sanzere","3,542",2014,2-Jan,7:00 PM ET,"Nutter Center, Dayton, Ohio",Oakland,Wright State,0,0,,,,,2014
400508095,UNCG,WCU,51,72,,,"(7-9, 0-1 Southern)","(8-8, 1-0 Southern)",29,22,36,36,"Sidney Cohen, Brad Eggert, Gary Maxwell",894,2014,2-Jan,7:00 PM ET,"Ramsey Center, Cullowhee, North Carolina",UNC Greensboro,W Carolina,0,0,,,,,2014
400508613,SH,WMU,47,83,,,,"(23-9, 14-4 MAC)",20,27,47,36,"Michael Ashurst, Geoff Vejsicky, Larry Martin","2,436",2014,2-Jan,7:00 PM ET,"University Arena (MI), Kalamazoo, Michigan",Siena Heights,W Michigan,0,0,,,,,2014
400509963,MICH,MINN,63,60,,,"(9-4, 1-0 Big Ten)","(11-3, 0-1 Big Ten)",28,35,30,30,"Pat Driscoll, Bo Boroski, Mike Eades","12,225",2014,2-Jan,7:00 PM ET,"Williams Arena, Minneapolis, Minnesota",Michigan,Minnesota,0,0,,,,,2014
400499605,NAVY,L-MD,57,63,,,"(5-7, 0-1 Patriot)","(6-6, 1-0 Patriot)",24,28,16,36,"Jeff Janosik, Jeff Nicholas, Tim Comer",536,2014,2-Jan,7:30 PM ET,"Reitz Arena, Baltimore, Maryland",Navy,Loyola (MD),5,11,,,,,2014
400505963,PENN,GMU,77,80,,,"(2-9, 1-6 away)","(7-6, 5-1 home)",41,36,39,41,"Victor Montgomery, Alvin Cox, Michael Roberts","3,531",2014,2-Jan,7:30 PM ET,"Patriot Center, Fairfax, Virginia",Pennsylvania,George Mason,0,0,,,,,2014
400507045,ORE,UTAH,70,68,10,,"(13-0, 1-0 Pac-12)","(11-2, 0-1 Pac-12)",28,34,32,30,"Gerry Pollard, Mark Whitehead, Eric Curry","13,426",2014,2-Jan,8:00 PM ET,"Jon M. Huntsman Center, Salt Lake City, Utah",Oregon,Utah,8,6,,,,,2014
400501617,CSN,SDAK,75,76,,,"(8-7, 1-6 away)","(4-9, 3-2 home)",33,42,45,31,"Todd Williams, John Moore, Jeff Albright","1,215",2014,2-Jan,8:00 PM ET,"The DakotaDome, Vermillion, South Dakota",CS Northridge,South Dakota,0,0,,,,,2014
400503144,UTM,PEAY,68,81,,,"(5-12, 0-2 OVC)","(7-8, 1-0 OVC)",30,38,39,42,"Barry Mathis, Jeb Hartness, Jason Shelton","2,616",2014,2-Jan,8:00 PM ET,"Dave Aaron Arena, Clarksville, Tennessee",UT Martin,Austin Peay,0,0,,,,,2014
400503145,MORE,SIUE,70,63,,,"(10-6, 1-0 OVC)","(3-11, 0-1 OVC)",34,36,27,36,"Scott Johnson, Coy Gammon, Edward Crenshaw","1,111",2014,2-Jan,8:00 PM ET,"Vadalabene Center, Edwardsville, Illinois",Morehead State,SIU Edwardsville,0,0,,,,,2014
400503146,SEMO,MURR,75,82,,,"(8-6, 0-1 OVC)","(6-7, 1-0 OVC)",34,41,38,44,"Andrew Walton, Craig Murley, John Dillon","2,319",2014,2-Jan,8:00 PM ET,"CFSB Center, Murray, Kentucky",SE Missouri St,Murray State,0,0,,,,,2014
400503147,EKY,EIU,100,81,,,"(10-4, 1-0 OVC)","(4-9, 1-1 OVC)",56,44,36,45,"Rob Kruger, Greg Rennegarbe, Alfred Smith",415,2014,2-Jan,8:00 PM ET,"Lantz Arena, Charleston, Illinois",E Kentucky,E Illinois,0,0,,,,,2014
400503148,TNTC,TNST,57,53,,,"(8-8, 1-0 OVC)","(1-14, 0-2 OVC)",22,35,25,28,"Steven Pyatt, Bret Smith, Archibald Whaley",275,2014,2-Jan,8:00 PM ET,"Gentry Center, Nashville, Tennessee",Tenn Tech,Tennessee St,0,0,,,,,2014
400503149,JVST,BEL,67,78,,,"(7-10, 1-1 OVC)","(9-6, 1-0 OVC)",37,30,35,43,"James Hicks, Steve Devine, Doug Sirmons","1,790",2014,2-Jan,8:00 PM ET,"Curb Event Center, Nashville, Tennessee",Jacksonville St,Belmont,0,0,,,,,2014
400506116,WASH,ASU,76,65,,,"(9-5, 1-0 Pac-12)","(11-3, 0-1 Pac-12)",40,36,23,42,"Michael Irving, Chris Rastatter, David Hall","5,788",2014,2-Jan,8:00 PM ET,"Wells Fargo Arena (AZ), Tempe, Arizona",Washington,Arizona State,0,0,,,,,2014
400506341,UMES,MSST,63,77,,,"(2-10, 0-8 away)","(10-3, 8-1 home)",20,43,29,48,"Ed Corbett, Ron Groover, John Hampton","5,708",2014,2-Jan,8:00 PM ET,"Humphrey Coliseum, Starkville, Mississippi",MD-E Shore,Mississippi St,0,0,,,,,2014
400507107,CLEV,GB,55,66,,,"(8-7, 0-1 Horizon)","(10-3, 1-0 Horizon)",29,26,23,43,"Buddy Mayborg, Peter Juzenas, Greg Langsdorf","2,298",2014,2-Jan,8:00 PM ET,"Resch Center, Ashwaubenon, Wisconsin",Cleveland State,Green Bay,0,0,,,,,2014
400507108,YSU,MILW,76,82,,,"(9-7, 0-1 Horizon)","(11-4, 1-0 Horizon)",29,47,39,43,"Patrick Evans, Jamie Luckie, Jeff Spedoske","2,362",2014,2-Jan,8:00 PM ET,"Klotsche Center, Milwaukee, Wisconsin",Youngstown St,Milwaukee,0,0,,,,,2014
400508094,WOF,SAM,71,61,,,"(6-7, 1-0 Southern)","(6-10, 0-1 Southern)",32,39,32,29,"Chuck Jones, Brian Hagedorn, Sean Casey",995,2014,2-Jan,8:00 PM ET,"Pete Hanna Center, Birmingham, Alabama",Wofford,Samford,0,0,,,,,2014
400500056,WICH,SIU,82,67,8,,"(14-0, 1-0 MVC)","(4-10, 0-1 MVC)",49,33,32,35,"Paul Janssen, John Higgins, Kipp Kissinger","4,891",2014,2-Jan,8:05 PM ET,"SIU Arena, Carbondale, Illinois",Wichita State,S Illinois,0,0,,,,,2014
400500055,ILST,MOSU,70,78,,,"(7-6, 0-1 MVC)","(11-2, 1-0 MVC)",41,25,31,35,"Kelly Self, Don Dailey, Terry Oglesby","4,945",2014,2-Jan,8:05 PM ET,"JQH Arena, Springfield, Missouri",Illinois State,Missouri State,4,12,,,,,2014
400507109,UIC,VALP,72,87,,,"(5-10, 0-1 Horizon)","(9-7, 1-0 Horizon)",40,32,32,55,"Chris Beaver, Tom O'Neill, Kevin Mathis","2,775",2014,2-Jan,8:05 PM ET,"Athletics-Recreation Center, Valparaiso, Indiana",UIC,Valparaiso,0,0,,,,,2014
400502394,UALR,TXST,63,59,,,"(6-7, 1-0 Sun Belt)","(4-10, 0-1 Sun Belt)",21,42,24,35,"Frank Raposo, Jerome Hall, Rick Hart","1,595",2014,2-Jan,8:30 PM ET,"Strahan Coliseum, San Marcos, Texas",AR-Little Rock,Texas State,0,0,,,,,2014
400502395,ARST,UTA,82,66,,,"(8-4, 1-0 Sun Belt)","(5-8, 0-1 Sun Belt)",32,50,32,34,"Sam Croft, Brent Hampton, Ray Natili","1,412",2014,2-Jan,8:30 PM ET,"College Park Center, Arlington, Texas",Arkansas State,TX-Arlington,0,0,,,,,2014
400503943,AMCC,CARK,81,66,,,"(4-10, 1-0 Southland)","(3-9, 0-1 Southland)",39,42,28,38,"Byron Jarrett, Justin Simank, Travis Motal",610,2014,2-Jan,8:30 PM ET,"Farris Center, Conway, Arkansas",Texas A&M-CC,Cent Arkansas,0,0,,,,,2014
400503944,UNO,NICH,83,88,,,"(3-6, 0-1 Southland)","(4-6, 1-0 Southland)",33,50,40,48,"Brent Dugas, Kelly Pfeifer, Brian McNutt",842,2014,2-Jan,8:30 PM ET,"Stopher Gymnasium, Thibodaux, Louisiana",New Orleans,Nicholls State,0,0,,,,,2014
400503945,SHSU,NWST,107,104,,,"(9-4, 1-0 Southland)","(4-8, 0-1 Southland)",47,36,38,45,"Darron George, James Durham, Keith Kimble","1,221",2014,2-Jan,8:30 PM ET,"Prather Coliseum, Natchitoches, Louisiana",Sam Houston,Northwestern St,24,21,,,,,2014
400503946,HBU,ORU,55,88,,,"(3-10, 0-1 Southland)","(7-7, 1-0 Southland)",28,27,33,55,"John St. Clair, K.B. Burdett, Matthew Martinez","3,407",2014,2-Jan,8:30 PM ET,"Mabee Center, Tulsa, Oklahoma",Houston Baptist,Oral Roberts,0,0,,,,,2014
400503947,SELA,MCNS,60,69,,,"(5-7, 0-1 Southland)","(3-10, 1-0 Southland)",29,31,29,40,"Mike Thibodeaux, Jeffrey Johnson, George E. Washington","1,063",2014,2-Jan,8:30 PM ET,"Burton Coliseum, Lake Charles, Louisiana",SE Louisiana,McNeese State,0,0,,,,,2014
400506802,SMC,GONZ,51,73,,24,"(10-4, 1-1 WCC)","(13-2, 3-0 WCC)",22,29,36,37,"Mike Scyphers, Tom Nunez, Gregory Nixon","6,000",2014,2-Jan,9:00 PM ET,"McCarthey Athletic Center, Spokane, Washington",Saint Mary's,Gonzaga,0,0,,,,,2014
400498108,EWU,WEB,67,74,,,"(5-7, 0-1 Big Sky)","(4-5, 1-0 Big Sky)",33,34,37,37,"Ruben Ramos, Josh Johnson, Michael Cheatham","5,748",2014,2-Jan,9:00 PM ET,"Dee Events Center, Ogden, Utah",E Washington,Weber State,0,0,,,,,2014
400498110,NAU,MONT,73,65,,,"(4-8, 1-0 Big Sky)","(5-5, 0-1 Big Sky)",29,44,37,28,"Rob Kueneman, Chad Shepherd, Chuck Rydzak","3,883",2014,2-Jan,9:00 PM ET,"Dahlberg Arena, Missoula, Montana",N Arizona,Montana,0,0,,,,,2014
400499843,UTPA,GCU,85,91,,,"(4-11, 0-1 WAC)","(6-8, 1-0 WAC)",36,49,37,54,"Shawn Lehigh, Michael Greenstein, Marc Beasley","4,512",2014,2-Jan,9:00 PM ET,"GCU Arena, Phoenix, Arizona",UT Pan American,Grand Canyon,0,0,,,,,2014
400503948,LAM,SFA,65,85,,,"(1-12, 0-1 Southland)","(12-2, 1-0 Southland)",38,27,40,45,"Kerry Sitton, Rodrick Dixon, Nathan Bemis",637,2014,2-Jan,9:00 PM ET,"William R. Johnson Coliseum, Nacogdoches, Texas",Lamar,SF Austin,0,0,,,,,2014
400506136,CAL,STAN,69,62,,,"(10-4, 1-0 Pac-12)","(9-4, 0-1 Pac-12)",37,32,31,31,"Verne Harris, Rick Batsell, Justin Van Duyne","4,234",2014,2-Jan,9:00 PM ET,"Maples Pavilion, Stanford, California",California,Stanford,0,0,,,,,2014
400498109,PRST,IDST,76,87,,,"(5-5, 0-1 Big Sky)","(4-6, 1-0 Big Sky)",36,40,39,48,"D.G. Nelson, Levon Zakarian, Nikki Caruthers","1,809",2014,2-Jan,9:05 PM ET,"Holt Arena, Pocatello, Idaho",Portland St,Idaho State,0,0,,,,,2014
400498111,SAC,MTST,55,70,,,"(4-6, 0-1 Big Sky)","(6-6, 1-0 Big Sky)",25,30,35,35,"Wilson Holland, Brent Watts, Matthew Rukasin","2,159",2014,2-Jan,9:05 PM ET,"Brick Breeden Fieldhouse, Bozeman, Montana",Sacramento St,Montana State,0,0,,,,,2014
400498112,SUU,UND,61,65,,,"(1-9, 0-1 Big Sky)","(4-8, 1-1 Big Sky)",37,24,36,29,"Mark Riggs, John Stigliano, Kevin Virginillio","1,573",2014,2-Jan,9:35 PM ET,"Betty Engelstad Sioux Center, Grand Forks, North Dakota",Southern Utah,North Dakota,0,0,,,,,2014
400506075,WSU,ARIZ,25,60,,1,"(7-6, 0-1 Pac-12)","(14-0, 1-0 Pac-12)",7,18,28,32,"Randy Heimerman, Randy McCall, Dick Cartmell","14,545",2014,2-Jan,10:00 PM ET,"McKale Center, Tucson, Arizona",Washington St,Arizona,0,0,,,,,2014
400506152,ORST,COLO,58,64,,20,"(8-5, 0-1 Pac-12)","(12-2, 1-0 Pac-12)",23,35,28,36,"Mike Reed, Tom Nally, Sir Allen Conner","9,851",2014,2-Jan,10:00 PM ET,"Coors Events Center, Boulder, Colorado",Oregon State,Colorado,0,0,,,,,2014
400499844,UMKC,IDHO,80,74,,,"(4-9, 1-0 WAC)","(6-9, 0-1 WAC)",40,40,32,42,"Duane Allen, Scott Harris, Casey McClellan","1,021",2014,2-Jan,10:00 PM ET,"Cowan Spectrum, Moscow, Idaho",UMKC,Idaho,0,0,,,,,2014
400502976,SIM,UCD,69,93,,,,"(9-22, 4-12 Big West)",26,43,45,48,"Melvin Landry, Mark Fulton, Jeremy Dente",677,2014,2-Jan,10:00 PM ET,"The Pavilion (UC Davis), Davis, California",Simpson University,UC Davis,0,0,,,,,2014
400502977,WDF,UCRV,43,85,,,,"(10-21, 5-11 Big West)",20,23,32,53,"Martin Cota, Frank Harvey, Brady Chelette",213,2014,2-Jan,10:00 PM ET,"SRC Arena, Riverside, California",Waldorf ,UC Riverside,0,0,,,,,2014
400508906,LMU,SF,61,75,,,"(10-5, 2-1 WCC)","(9-6, 2-1 WCC)",23,38,40,35,"Glen Mayberry, Deldre Carr, Ken Ditty","1,448",2014,2-Jan,10:00 PM ET,"War Memorial Gymnasium, San Francisco, California",Loyola Mary,San Francisco,0,0,,,,,2014
400508967,PAC,PORT,64,72,,,"(9-4, 0-2 WCC)","(9-6, 1-2 WCC)",28,36,35,37,"Deron White, Daryl Gelinas, Brett Nansel","1,173",2014,2-Jan,10:00 PM ET,"Chiles Center, Portland, Oregon",Pacific,Portland,0,0,,,,,2014
400508979,PEPP,SCU,70,61,,,"(10-5, 3-0 WCC)","(8-8, 1-2 WCC)",38,32,33,28,"Jim Giron, Tony Padilla, Kurt Walker","1,431",2014,2-Jan,10:00 PM ET,"Leavey Center, Santa Clara, California",Pepperdine,Santa Clara,0,0,,,,,2014
400502978,MORG,UCI,63,75,,,"(3-10, 1-0 MEAC)","(8-7, 4-3 home)",26,37,32,43,"Kevin Brill, Steven Espinoza, Rob Rorke","1,657",2014,2-Jan,10:30 PM ET,"Bren Events Center, Irvine, California",Morgan State,UC Irvine,0,0,,,,,2014
400498580,CCSU,CCAR,67,86,,,"(4-9, 1-6 away)","(7-7, 6-3 home)",28,39,47,39,"Chris Ford, Michael Luckie, Andy O'Brien","1,520",2014,3-Jan,7:00 PM ET,"The HTC Center, Conway, South Carolina",Cent Conn St,Coast Carolina,0,0,,,,,2014
400498581,LEES,HP,78,85,,,,"(4-9, 3-2 home)",43,35,39,46,"A.J. Desai, Justin Qualls, Antonio Vargas","1,209",2014,3-Jan,7:00 PM ET,"Millis Athletic Center, High Point, North Carolina",Lees McRae,High Point,0,0,,,,,2014
400498807,MSM,NORF,104,84,,,"(4-9, 1-8 away)","(8-7, 2-0 MEAC)",59,45,37,47,"Frankie Bordeaux, Dwayne Carnes, Raymond Styons",700,2014,3-Jan,7:00 PM ET,"Echols Hall, Norfolk, Virginia",Mount St Mary's,Norfolk State,0,0,,,,,2014
